Fiscal Year,Fiscal Period,Month,Information Date,Branch,Service,SSC Client,Metric Name,Value,Metric Type
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),416,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),693,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),774,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2022-2023,P07-Oct,October,10/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),813,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),416,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1237,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),724,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2022-2023,P08-Nov,November,11/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),724,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1219,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),815,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),442,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2022-2023,P09-Dec,December ,12/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),756,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1206,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),832,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),456,Non Cumulative
2022-2023,P10-Jan,January ,1/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),897,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),781,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1207,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),497,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P11-Feb,February ,2/28/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),514,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),781,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),927,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1216,Non Cumulative
2022-2023,P12-Mar,March,3/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),794,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),857,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),563,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1206,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P01-Apr,April,4/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),570,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),797,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),853,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1200,Non Cumulative
2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1203,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),809,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),885,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1207,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),969,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),806,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),819,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1191,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),980,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),986,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
